"var_y","sum_y","sum_y_squared","sum_y2_squared","sum_y3","sum_y3_squared","n_in_node","count_btw_0_0.25kg","count_btw_0.25_0.5kg","count_btw_0.5_0.75kg","count_btw_0.75_1kg","count_btw_1_1.25kg","count_btw_1.25_1.5kg","count_btw_1.5_1.75kg","count_btw_1.75_2kg","count_btw_2_2.25kg","count_btw_2.25_2.5kg","count_above_2.5kg"
0.0525632332116689,477427.064316291,3841213.47247003,249195725.498956,30928150.4995441,16208725478.5462,59388,2,88,131,160,204,253,399,687,1227,2486,53751
0.0545780264457397,508573.547063506,4106604.43486332,268356566.575724,33185179.4324695,17582939212.3953,63036,2,81,159,192,207,263,370,646,1169,2176,57771
0.0518498737541043,648114.135507892,5235001.01012027,342288872.374582,42315878.8716481,22440308066.394,80303,4,86,160,183,253,327,450,730,1331,2564,74215
0.0512889579334141,700124.290720802,5680104.77809489,374663421.522163,46115981.8267563,24777109265.8096,86364,6,92,152,178,231,304,404,708,1193,2126,80970
0.0790288466324584,224867.763769934,1794823.86261047,114715294.263475,14341722.3159576,7359483381.54825,28208,1,83,152,167,203,242,338,555,1031,1827,23609
0.0851573213485585,235365.507955834,1886624.59794007,121631214.449156,15140400.5731755,7871693226.42743,29402,4,113,172,156,185,220,267,484,783,1547,25471
0.0678417047954247,82947.1695344713,666808.998469772,43213870.5131886,5365604.31708819,2810028276.63552,10329,3,19,36,39,39,63,88,134,229,450,9229
0.072233452079952,86637.799920707,699083.963533531,45649709.3887242,5646577.7636629,2991073946.3426,10749,1,30,37,48,41,44,76,126,218,359,9769
0.0726365289008448,96429.6425340001,775309.981989327,50270274.7446743,6240030.98676181,3271151477.12772,12007,1,21,51,43,62,92,134,176,328,568,10531
0.0702693799530316,104680.931897736,844427.348008444,55106823.2207567,6818453.55878657,3608535706.23402,12991,0,23,44,54,51,79,150,190,297,516,11587
0.0576951656494126,306643.06354712,2475104.75794709,161649919.215849,19994668.7928782,10589215102.6009,38024,1,36,90,97,149,176,277,488,812,1417,34481
0.0591514506202529,330151.002062796,2676331.41830897,176302589.049364,21713483.1043231,11648496772.2417,40764,2,46,82,114,130,190,286,418,646,1209,37641
0.0972755131851613,43525.6025955999,347061.446625289,22154158.3050399,2771165.92443736,1420594256.11274,5467,2,19,40,40,44,55,78,166,260,360,4403
0.106439742905865,43154.5266576649,345511.248349563,22243499.988106,2770399.77695838,1439021183.00133,5399,0,22,48,47,42,47,90,119,178,302,4504
0.0811759021549539,50759.2106543116,407286.658230655,26309998.1125167,3271769.07147411,1706232967.9241,6334,1,9,39,39,40,60,59,103,170,347,5467
0.0816207264860729,53761.624927606,433291.329846686,28238491.4459209,3496097.30444949,1847535323.59875,6679,0,12,32,38,48,58,62,107,159,243,5920
0.0499488768227879,323374.187539717,2601334.90087207,168685823.018071,20940878.5775928,10965559405.0267,40230,2,47,91,104,126,177,274,496,860,1714,36339
0.0547292966269629,341923.568462778,2760842.59756573,180401588.421244,22309372.8129874,11819213283.9047,42382,1,57,105,123,139,201,274,437,764,1554,38727
0.0488821708518514,202125.582178943,1630462.87832121,106308719.87004,13161354.3580445,6948255689.13342,25076,3,24,50,57,80,99,156,245,456,877,23029
0.0486226561808271,214002.666732427,1733401.31990564,113954033.380036,14049988.9780799,7509435268.08586,26440,4,25,39,53,73,97,149,237,401,757,24605
0.0807309106116409,193275.5525685,1540360.65639216,98160959.4699824,12290218.0371854,6278701974.16818,24282,5,85,128,155,180,226,310,480,895,1791,20027
0.078642727559449,204608.378198338,1638242.37313538,105357695.871188,13131313.1079705,6800201518.02074,25586,3,78,131,154,168,173,282,434,786,1406,21971
0.0749072044158289,31058.5917928517,249100.276913171,16073053.0232587,1999980.22469927,1040864713.01555,3877,0,12,15,21,24,30,28,54,110,194,3389
0.072748109054055,33840.9733041431,272715.720856996,17762840.3335113,2199953.51892461,1160851594.3849,4204,0,9,24,17,17,16,29,57,87,169,3779
0.0699104886477622,34231.0055922599,274844.17118939,17770155.2595082,2208957.3004702,1152957000.58028,4268,0,6,17,18,30,25,35,78,131,239,3689
0.0828015210029651,35861.9898057325,288793.061189257,18790927.3608361,2328302.90552472,1227434327.2566,4459,0,10,25,21,25,42,33,83,97,192,3931
0.0622366405317128,48709.0597123668,392861.269597457,25622098.2719772,3171393.90933651,1676171727.33235,6045,0,9,14,28,26,28,47,71,139,220,5463
0.066568116752728,52650.3004428218,425986.849013215,27961514.0035657,3449796.19802283,1841238575.31675,6514,0,16,15,25,18,37,46,88,122,191,5956
0.102829176306697,20443.5511439642,162696.961435816,10348133.7019173,1296686.96544308,661353126.467266,2573,0,9,20,25,23,40,60,64,122,186,2024
0.111763096507298,20479.4397782305,163544.093513563,10476379.5497905,1308048.55748416,674451608.755435,2569,0,11,25,23,27,26,35,58,117,144,2103
0.0854719847056547,12702.1963125748,101738.787089595,6549051.71926848,815839.714743417,423176078.633943,1588,0,7,5,12,8,17,13,31,54,91,1350
0.072296271352559,14236.1733265302,114694.598204025,7466858.03012491,924986.989550266,487830148.45714,1769,0,3,5,5,14,15,12,31,49,73,1562
0.0465945123941777,1068120.20459466,8609262.93847747,560388276.02782,69437860.4777837,36558836902.9992,132613,7,150,284,290,362,500,739,1300,2374,5012,121595
0.0471740371178057,1111513.06302785,8997213.2924813,590650634.573961,72876487.7055242,38863217770.29,137415,6,123,272,344,365,472,723,1146,2066,3926,127972
0.0390253892705087,3227231.75499121,26085805.5102426,1707091849.58627,210968920.537444,111932450264.762,399499,15,297,490,637,812,1113,1763,3065,5955,12279,373073
0.0398411641901711,3409723.23504016,27682655.4710332,1827678103.99017,224874332.654938,120907159230.755,420236,16,233,520,649,829,1150,1733,2919,5213,9909,397065
0.0746704165421664,440987.767201021,3522866.86625877,225502140.952607,28172108.466762,14484283064.1607,55267,6,170,281,310,324,436,598,987,1824,3512,46819
0.0762037257050539,453243.395583024,3637401.1691186,234982570.531771,29221877.2738861,15232759145.5775,56544,6,157,297,300,319,384,517,854,1512,2714,49484
0.0706325132706618,225139.128104838,1806584.64590893,116654577.325699,14510739.7874056,7556785890.20301,28088,4,74,128,141,138,158,230,398,741,1332,24744
0.0713076569430802,231707.808038329,1867596.70087369,121671310.868732,15067703.6159218,7951834376.42481,28779,6,76,117,129,124,167,217,312,601,1054,25976
0.056541051809835,248880.917547162,2004261.19246575,130284031.977243,16153373.2947913,8492163306.19951,30932,0,48,72,108,131,160,243,366,687,1308,27809
0.0588704363336502,257083.047687881,2078726.3872642,136234599.215854,16822022.7577226,8953627365.13329,31823,0,40,80,103,129,172,258,391,618,1088,28944
0.0423547038594383,1553474.67208035,12549053.2434153,820338522.959764,101433061.769905,53740522045.2808,192433,8,133,254,335,448,663,1017,1789,3398,6470,177918
0.0437748071753935,1635101.50839891,13265850.3579498,874784516.486919,107694403.643555,57810921907.9659,201671,8,119,278,331,504,662,1004,1598,2961,5443,188763
0.0991057301526582,99304.8626400158,792557.035138653,50684335.9649812,6334126.74428726,3255655778.15029,12462,3,58,100,81,99,130,177,260,465,788,10301
0.088759026895328,99156.8588133633,794969.409773166,51281966.7854415,6381389.2009257,3321630601.7675,12385,0,38,79,66,101,117,165,245,408,625,10541
0.0796332109810181,149020.891796322,1194457.10815572,76984279.3268461,9584556.90009134,4979594636.8423,18615,6,54,101,105,108,143,209,295,518,971,16105
0.0790572027493123,151093.190275106,1216383.68863451,79083444.9567864,9803180.63649772,5159866710.75571,18791,2,53,86,102,123,111,167,294,441,759,16653
0.0473921435123623,754443.651161468,6077370.27182043,395129813.060801,48988513.4445013,25749020850.156,93725,4,109,201,234,290,369,534,927,1797,3568,85692
0.0496143790916763,788798.289237699,6380262.03274316,418274326.578581,51643009.9933453,27486255842.9734,97594,6,105,192,266,292,330,614,893,1540,2949,90407
0.0440124149762951,634937.731116003,5125379.08099406,334582200.828162,41399004.2808119,21888353857.4019,78710,3,79,134,153,204,266,403,695,1274,2736,72763
0.0445245350074752,667939.746210905,5415144.0340946,356571972.710482,43929187.4645246,23530261675.2086,82444,6,64,129,157,204,252,394,653,1156,2137,77292
0.0773900302542394,358737.720643901,2860531.26170979,182453730.680004,22834300.5971939,11679050760.8612,45044,6,133,268,265,292,343,536,932,1675,3106,37488
0.0743101725215441,370198.929858319,2967324.61199501,191219928.191888,23809231.3467796,12365091582.0068,46239,0,118,238,239,265,329,496,769,1345,2394,40046
0.07300228935757,64351.2046641432,515582.27999659,33193524.3019006,4135028.04061516,2144116921.91498,8041,2,20,41,37,51,55,66,113,231,420,7005
0.0698437942465698,67217.7828163676,541041.997332131,35150749.2072808,4359082.22550926,2290917953.33353,8360,1,18,35,35,35,64,81,104,184,323,7480
0.0667792157538106,71043.4428109697,571472.668097088,37077376.4690432,4601183.96941536,2413056512.52047,8841,2,17,33,27,45,57,79,129,229,367,7856
0.0601363833921024,73287.2797469885,592133.689066882,38750287.7468696,4788261.26456438,2543300723.44217,9079,0,10,30,23,44,46,78,109,197,307,8235
0.0539018703966986,141416.003011312,1140136.50432414,74273629.4924457,9199074.34168956,4851152705.99949,17555,0,21,45,56,54,82,107,222,315,721,15932
0.0563487986982213,147293.751083023,1192494.45453144,78341763.8379624,9662033.40216775,5160535768.5298,18209,0,25,39,56,61,76,117,199,321,576,16739
0.108700668340225,36075.7946935776,287474.759033815,18334269.8143794,2294244.72921103,1175002510.17438,4535,1,26,40,42,37,52,81,90,150,316,3700
0.104514708416112,36942.5237596981,295564.370441094,18999556.6734678,2368165.33410646,1227219437.9733,4625,0,15,31,51,49,50,65,120,138,254,3852
0.0985892052443421,24578.0446123411,196688.167321804,12645282.0436559,1576139.71618292,816463730.469906,3076,0,16,23,22,29,27,41,42,95,156,2625
0.0909932185470161,25483.8543197126,204639.88186449,13244127.9467703,1645361.24767139,860702621.384331,3178,2,10,18,15,27,29,33,67,93,156,2728
0.067376086773942,88162.9256239097,704538.08108087,45122311.2475311,5635707.158716,2899987221.59805,11044,0,23,30,48,49,93,122,222,485,818,9154
0.0782414142698325,91887.8145738949,737152.030987889,47595067.8593087,5920215.0318059,3084854435.92053,11468,2,28,41,62,59,72,136,198,376,672,9822
0.0633505210646065,25127.8620909588,201412.705492876,12974944.5895683,1615892.95779106,838517078.658763,3138,0,6,7,15,8,18,31,54,105,190,2704
0.069011270700667,27613.5113908227,222282.929475392,14445105.0223381,1791083.87999728,941939365.710977,3434,0,6,8,18,20,21,21,63,80,171,3026
0.111416716389439,17636.7666456764,139548.072041138,8777230.24176886,1105921.63161415,555052485.945535,2233,1,11,23,24,23,35,35,65,127,227,1662
0.106364513828605,18412.9468191056,146698.22708034,9353066.95754885,1170540.00228431,599457102.559496,2315,2,7,16,14,28,30,36,52,103,177,1850
0.111281355659784,1971.07898249549,15630.6192831733,987486.902105157,124147.925728109,62720363.3196728,249,0,1,3,2,4,2,5,6,15,17,194
0.106677240133078,2154.26126898478,17216.9984555511,1104531.06565289,137806.595408184,71219683.675637,270,0,1,3,1,3,5,4,4,6,16,227
0.085618814269902,21904.0120848912,174134.558369733,11046279.8205991,1386096.98332016,703885849.520454,2759,0,5,15,16,17,36,42,102,164,281,2081
0.101719172412025,22930.2633122154,183114.756795765,11727584.4412301,1464441.43903106,754938288.116024,2876,0,10,14,21,17,34,62,83,136,221,2278
0.0890801293073179,11025.789602032,88024.7980722364,5632041.52635709,703667.96683367,362055131.63757,1383,0,2,7,4,17,17,28,26,58,113,1111
0.0889177841998776,12021.2113512334,96472.9693258638,6235991.62732416,775186.515775023,404829895.798026,1500,0,6,7,7,7,8,16,37,53,85,1274
0.123757397563302,4997.81071768805,39352.3469063168,2452787.02575443,310421.689695608,153834177.672554,636,0,4,3,11,16,11,15,30,42,76,428
0.114368269106145,5686.33641531226,44928.97737027,2818332.08382205,355578.627481452,177759506.407074,721,0,5,6,10,5,11,15,36,43,86,504
0.133356932436945,1072.58771755484,8477.1532730077,532245.012796544,67119.2757206339,33597258.1852631,136,0,2,1,0,3,1,4,3,4,18,100
0.134462437510023,1227.95869104031,9748.98171151482,617915.788220192,77547.1338962852,39419196.0496171,155,0,1,2,2,0,3,3,6,8,15,115
0.0621651592127436,70287.5353190813,562204.043761158,36062116.6950532,4500854.06376403,2320265940.31344,8796,0,17,29,36,27,55,92,163,344,601,7432
0.0629712009404716,75441.9461732275,606133.588898527,39230366.5739404,4874318.94865697,2547092626.99147,9399,3,8,23,39,42,54,87,162,297,501,8183
0.0526272733397877,18498.5423160648,148258.342269916,9544311.57225731,1189129.63843253,616051858.967645,2310,0,2,7,7,6,13,21,37,68,144,2005
0.0668743408651414,19190.3919372087,154183.72875609,9979986.56043011,1239936.32204407,648015480.772552,2391,0,5,11,10,7,15,22,34,63,126,2098
0.0979710295281992,14374.8147982969,113776.407365402,7156030.59005483,901774.893954494,452060114.006236,1819,2,9,14,13,15,24,32,58,100,179,1373
0.0958356390994418,15836.9569561186,125909.996329503,7990241.03935733,1002399.79015673,509387711.797746,1995,0,8,18,12,13,23,27,61,105,158,1570
0.094740503375373,1195.561846162,9480.22516821028,598454.343473211,75275.8920747324,37950495.8099125,151,0,0,1,4,0,2,4,6,8,10,116
0.0968848739965407,1435.2814747924,11461.9696806802,734122.892443903,91666.4311514321,47277588.9859883,180,0,0,0,4,1,1,1,4,12,16,141
0.0798726660414109,13141.2127144317,104414.478879413,6614802.10992132,830612.434687557,420818165.281888,1656,0,1,11,12,8,15,33,60,116,171,1229
0.0856353448678068,13465.5749612014,107435.590189631,6863409.3743386,858225.154238794,440290829.542468,1690,1,3,12,8,10,16,20,43,78,149,1350
0.0891454865753355,5041.00320713547,40201.226731639,2566347.63714854,321010.493719863,164563291.059647,633,0,3,3,2,5,1,17,21,36,40,505
0.07613472186994,5216.93064358355,41792.4553296447,2690771.77201482,335167.304495074,173925999.028352,652,0,1,1,3,5,14,10,12,21,43,542
0.129008821267636,3047.36728371061,23984.0690989589,1493509.23130007,189109.053232057,93558472.378326,388,1,3,3,4,2,3,11,23,27,53,258
0.137375823753271,3209.16490655415,25359.8025880278,1592862.78904334,200800.906705505,100730108.194519,407,0,4,0,7,9,8,19,16,18,40,286
0.149016803787103,611.705674621722,4808.70291394823,298968.633719342,37881.2353464337,18711504.7656808,78,0,1,1,2,1,0,1,7,3,11,51
0.102212803310874,631.459467421669,5055.3277758286,325403.175482137,40530.9989541691,21056571.0381681,79,0,0,1,1,0,0,0,0,5,6,66
0.0552868177872518,152213.081045481,1221103.66135969,78767863.171101,9803785.35752423,5094696484.36929,18990,0,31,40,67,69,95,143,275,551,1089,16630
0.0571771299922846,158043.119312231,1273349.24016911,82852126.3386614,10267544.5792239,5405561283.41916,19633,4,30,43,64,71,90,138,252,449,820,17672
0.0459113885439992,78183.8986346197,629197.796657855,40829715.4043367,5066938.36573436,2655845973.19836,9722,1,4,13,22,29,37,74,109,239,490,8704
0.0504207556612715,82623.1262176899,667760.54931958,43707562.245059,5400659.7254387,2867839565.45044,10231,2,9,17,24,37,30,51,108,195,389,9369
0.102981012578403,24986.8546951311,198027.108382736,12490560.5738507,1571701.01306778,791600152.689905,3158,0,19,28,22,27,37,69,92,158,291,2415
0.0798286376838469,25760.3302665209,205514.614706401,13123714.305943,1641442.32295005,841260702.677117,3233,0,10,13,19,26,28,43,72,128,251,2643
0.0680478743006763,4252.52482488531,33964.8457210339,2172882.67205454,271541.808521294,139480876.134788,533,0,1,2,4,1,3,5,13,22,39,443
0.0793814320996561,3815.67183678005,30560.5351759278,1966915.09266245,245044.28000236,127094059.109564,477,0,1,2,3,2,7,7,6,15,32,402
0.0721669122165723,31945.3534675103,255224.012623252,16339699.6718306,2041173.34634226,1049706886.75263,4003,0,9,20,17,21,29,51,93,144,306,3313
0.0686236056720223,32557.1427000179,261482.827059716,16914727.7501385,2102136.49180131,1097798399.60118,4058,0,7,9,22,24,31,36,72,134,217,3506
0.0645714397861916,30856.6879246371,247684.786182923,16001593.0227429,1989973.52802106,1037071891.86077,3848,0,6,14,11,16,16,40,66,130,242,3307
0.0589476164127233,32335.1103864505,260714.724124956,16990523.4414279,2103868.25200816,1110466286.69679,4014,0,6,9,8,18,21,27,61,115,173,3576
0.0962062813536762,7313.51011796048,57850.7945311057,3634084.31687767,458232.750143653,229306971.840808,926,0,6,6,4,10,7,27,36,71,90,669
0.106353779718862,7326.97891378656,58261.2434536688,3699628.77986462,463959.783503998,236067533.11846,923,0,5,6,6,7,13,17,41,37,87,704
0.117270046278111,2420.60707090479,19183.9326965144,1210492.16294144,152281.257532853,76763088.5087003,306,1,2,2,0,4,1,5,18,17,39,217
0.0976490959708933,2431.42920913337,19349.5476769735,1230347.45732315,154198.093879275,78588496.1766899,306,0,1,2,2,5,1,6,10,17,23,239
0.0530571773967389,140248.906067722,1125042.84898762,72555702.224262,9031664.66801046,4691562315.9519,17498,1,17,41,55,68,105,138,237,531,973,15332
0.0540559722866799,147596.878410948,1189924.45907659,77510840.0897605,9600417.17211917,5062069084.34838,18323,1,30,41,44,55,81,128,204,391,762,16586
0.0478818039525427,51293.9043026655,411860.044318643,26606813.2500652,3309268.48213377,1723009545.63257,6393,0,8,11,13,16,26,52,77,167,357,5666
0.0568554722481749,54049.9817632641,436150.870817765,28465918.5771783,3522270.35393614,1862914572.88852,6704,0,9,26,14,14,24,60,76,127,263,6091
0.0859075168215978,21907.5880507037,173940.647607184,11004160.1909448,1382733.65856999,699009744.248741,2763,0,9,22,19,22,22,34,80,142,251,2162
0.080363769656367,22922.0266068827,182858.621428029,11674612.192272,1460369.19207115,748061450.050977,2877,1,10,16,16,16,27,36,56,113,199,2387
0.0784828137255199,2402.74509057231,19140.1265397437,1218397.52404855,152635.48358232,77833566.1647082,302,0,1,2,1,3,1,3,7,10,28,246
0.112527664210458,2481.67902441599,19837.8764383693,1273212.73789666,158820.834722606,82107231.520536,311,0,3,1,4,2,2,6,7,11,16,259
0.077307288411511,16329.0521817479,130225.6929531,8309188.48306342,1039704.53348533,532142231.660589,2050,0,6,7,13,11,27,24,58,89,156,1659
0.0807169131741736,17146.5746424075,137430.061394602,8857886.57253415,1102757.96497203,573126825.67108,2142,0,7,5,8,21,19,27,46,87,140,1782
0.0586453660288966,10859.0023508335,86720.4131389509,5544787.0364851,693149.791167232,355614519.639581,1361,0,0,4,4,8,13,23,37,49,98,1125
0.0566580431703029,11734.9736695549,94404.3127323459,6124346.4482282,760077.828499083,398471671.172911,1460,0,0,3,5,10,8,12,20,47,82,1273
0.117181093441454,3752.69754124714,29641.2468094736,1858179.61470134,234515.268839855,117108279.460108,476,0,3,6,7,5,6,8,17,34,37,353
0.121757767349322,4153.78209373088,32928.3833218992,2079382.66285632,261474.795537625,132011220.986382,525,0,5,3,5,5,9,12,20,27,47,392
0.0760574390978962,876.747857818921,6933.47268037345,435072.188295308,54893.6296565042,27412516.1341134,111,0,0,0,1,2,2,3,5,5,14,79
0.0940480886276023,1013.93302912129,8043.66432243591,508248.897459089,63898.6458903389,32264913.5959029,128,0,0,1,2,1,3,3,2,8,10,98
